id,question,option_a,option_b,option_c,correct,category,aspect,mode,difficulty,created_at,last_used_at,use_count,hash
2619,Kdo napsal román Otec Goriot?,Gustave Flaubert,Honoré de Balzac,Émile Zola,1,,,adult,normal,2025-12-28 16:30:58,,0,-mfm125
2622,Kdo je nejznámější umělkyně ze Singapuru?,Liu Kang,Georgette Chen,Chen Wen Hsi,1,,,adult,normal,2025-12-28 16:30:58,,0,-txqn90
2625,Kdo namaloval obraz Scream?,Pablo Picasso,Leonardo da Vinci,Edvard Munch,2,,,adult,normal,2025-12-28 16:32:11,,0,-p75cfo
2631,"Kdo je známý šéfkuchař, který získal tři Michelinovy hvězdy?",Thomas Keller,Gordon Ramsay,Jamie Oliver,0,,,adult,normal,2025-12-28 16:32:11,,0,-ezcxb4
2632,Co se stalo v roce 1945 v Hirošimě?,Vypuštění atomové bomby,Atentát na Hitlera,Konec druhé světové války,0,,,adult,normal,2025-12-28 16:32:11,,0,-yrz5dj
2639,Jaké jídlo je typické pro postavu Garfielda?,Lasagna,Pizza,Tacos,0,,,adult,normal,2025-12-28 16:40:57,,0,-defw25
2642,Který literární žánr zahrnuje díla jako je 1984?,Fantasy,Horror,Science fiction,2,,,adult,normal,2025-12-28 16:40:57,,0,-a8xfwa
2644,Které zvíře je nejničivějším hadem?,Kobra,Viper,Inland Taipan,2,,,adult,normal,2025-12-28 16:40:57,,0,-63uyk1
2647,Jaký je název symbiózy mezi houbami a rostlinami?,Fotosyntéza,Dýchání,Mykorhiza,2,,,adult,normal,2025-12-28 16:40:57,,0,-vbd14s
2649,Jaká je délka hranice mezi USA a Kanadou?,6 416 km,8 891 km,12 383 km,1,,,adult,normal,2025-12-28 16:40:57,,0,-4s74uo
2650,Kdo napsal knihu Duna?,Isaac Asimov,Frank Herbert,Arthur C. Clarke,1,,,adult,normal,2025-12-28 16:40:57,,0,sd99he
2654,Jakou hluk dělá pes?,Píp,Mňau,Haf,2,Zvířata,Zvuky zvířat,kid,easy,2025-12-28 19:05:03,,0,xdqlh8
2655,Kolik měsíců má Země?,5,8,1,2,Vesmír,Sluneční soustava,kid,easy,2025-12-28 19:05:03,,0,g7p862
2657,Co je na oběžné dráze Země?,Měsíc,Slunce,Hvězdy,0,Vesmír,Měsíc,kid,easy,2025-12-28 19:05:03,,0,tqx290
2658,Co jí králíci?,Zelenina,Masové kuličky,Ryby,0,Zvířata,Co jedí,kid,easy,2025-12-28 19:05:03,,0,ujgso0
2660,Kdo je hlavní postava ve filmu o rybách?,Nemo,Žralok,Delfín,0,Pohádky a filmy,Zvířecí hrdinové,kid,easy,2025-12-28 19:05:03,,0,-tspxwq
2661,Co je slavná stavba v Paříži?,Pyramida,Eiffelova věž,Koloseum,1,Svět kolem nás,Slavné stavby,kid,easy,2025-12-28 19:05:03,,0,o22ut0
2662,Jak se jmenuje mládě slona?,Lvíček,Tygrík,Sloník,2,Zvířata,Mláďata,kid,easy,2025-12-28 19:05:03,,0,9dhp3d
2663,Co je centrem Sluneční soustavy?,Země,Měsíc,Slunce,2,Vesmír,Slunce,kid,easy,2025-12-28 19:05:03,,0,-daa3an
2664,Co přitahuje kov?,Magnet,Elektřina,Voda,0,Věda a příroda,Magnety,kid,easy,2025-12-28 19:05:03,,0,-ho6n7e
2665,Co umožňuje vidět?,Oko,Ucho,Nose,0,Lidské tělo,Pět smyslů,kid,easy,2025-12-28 19:06:08,,0,rb13ct
2666,Co obíhá kolem Země?,Měsíc,Slunce,Venuše,0,Vesmír,Měsíc,kid,easy,2025-12-28 19:06:08,,0,5duqoq
2667,Které zvíře je největší na světě?,Šavle,Slon,Velryba,2,Zvířata,Rekord největší,kid,easy,2025-12-28 19:06:08,,0,-cqsmpo
2668,Jak se jmenuje hlavní město ČR?,Praha,Brno,Ostrava,0,Svět kolem nás,Hlavní města,kid,easy,2025-12-28 19:06:08,,0,-3wg8l5
2671,Která postava je z disneyho filmu?,Šrek,Křemílek,Mickey Mouse,2,Pohádky a filmy,Disney postavy,kid,easy,2025-12-28 19:06:08,,0,-jtety8
2672,Co je led?,Kapalná voda,Tuhá voda,Plyn,1,Věda a příroda,Voda a led,kid,easy,2025-12-28 19:06:08,,0,-u2p008
2673,Jak se jmenuje největší planeta?,Mars,Země,Jupiter,2,Vesmír,Sluneční soustava,kid,easy,2025-12-28 19:07:15,,0,-8km4ff
2674,Kdo je záporák v Aladinovi?,Aladin,Jasmina,Jafar,2,Pohádky a filmy,Záporáci,kid,easy,2025-12-28 19:07:15,,0,3z72v7
2675,Co je sopka?,Hora,Růže,Vulkan,2,Věda a příroda,Sopky,kid,easy,2025-12-28 19:07:15,,0,-f07lt9
2676,Co je pokus?,Experiment,Hra,Příklad,0,Věda a příroda,Jednoduché pokusy,kid,easy,2025-12-28 19:07:15,,0,3il596
2678,Co je slunce?,Hvězda,Planeta,Měsíc,0,Vesmír,Slunce,kid,easy,2025-12-28 19:07:15,,0,754ue0
2680,Kolik planet má naše sluneční soustava?,10,5,8,2,Vesmír,Sluneční soustava,kid,easy,2025-12-28 19:08:19,,0,-o0kgzp
2682,Jaký je největší oceán?,Tichý,Atlantský,Indický,0,Svět kolem nás,Oceány,kid,easy,2025-12-28 19:08:19,,0,823oe4
2683,Co je mozek?,Orgán,Sval,Kost,0,Lidské tělo,Mozek,kid,easy,2025-12-28 19:08:19,,0,tyzyti
2684,Co je kouzelný předmět ve Sněhurce?,Klobouk,Hůlka,Zrcadlo,2,Pohádky a filmy,Kouzelné předměty,kid,easy,2025-12-28 19:09:15,,0,9cilfm
2685,Kdo je zvíře v pohádce o Aladinovi?,Lev,Tygr,Majmun,2,Pohádky a filmy,Zvířecí hrdinové,kid,easy,2025-12-28 19:09:15,,0,tlgfng
2686,Co je kruh?,Tvar,Barva,Velikost,0,Barvy a tvary,Tvary kolem nás,kid,easy,2025-12-28 19:09:57,,0,8mjpo4
2687,Kolik nohou má pes?,6,2,4,2,Zvířátka,Kolik má nohou,kid,easy,2025-12-28 19:09:57,,0,-yj4ems
2688,Který sport je nejvíce spojen s vodou?,Plavání,Fotbal,Tenis,0,Sport,Sport pro děti - Plavání,kid,normal,2025-12-28 19:10:07,,0,m3kj92
2689,Kdo objevil Ameriku?,Kolumbus,Magalhaes,Vespucci,0,Historie,Historie pro děti - Slavní objevitelé,kid,normal,2025-12-28 19:10:07,,0,-oaj7hh
2690,Jak se jmenuje největší pták?,Sokol,Orel,Pštros,2,Zvířata,Zvířata - Ptáci,kid,normal,2025-12-28 19:10:07,,0,1yuxkg
2691,Který ostrov je největší?,Sardinie,Korsika,Sicílie,2,Svět kolem nás,Svět kolem nás - Ostrovy,kid,normal,2025-12-28 19:10:07,,0,-d6ry5h
2693,Kdo natočil film o Pirátech?,Verbinski,Spielberg,Cameron,0,Pohádky a filmy,Pohádky a filmy - Kdo natočil,kid,normal,2025-12-28 19:10:07,,0,2moxff
2694,Kolik fází má Měsíc?,5,3,4,2,Vesmír,Vesmír - Měsíc,kid,normal,2025-12-28 19:10:07,,0,-j5t76s
2695,Kolik kostí má lidská noha?,26,20,30,0,Lidské tělo,Lidské tělo - Kosti,kid,normal,2025-12-28 19:10:07,,0,cnd5m6
2696,Které zvíře žije v moři?,Slon,Medvěd,Ryba,2,Zvířata,Mořští živočichové,kid,easy,2025-12-28 19:10:21,,0,88dwco
2698,Jak zní štěkot?,Křik,Mňau,Štěkání,2,Zvířata,Zvuky zvířat,kid,easy,2025-12-28 19:10:21,,0,-6hd6l8
2699,Co je v naší hlavě?,Srdce,Plíce,Mozek,2,Lidské tělo,Mozek,kid,easy,2025-12-28 19:10:21,,0,2kh6g7
2700,Které zvíře je často doma?,Kočka,Medvěd,Slon,0,Zvířata,Domácí mazlíčci,kid,easy,2025-12-28 19:10:21,,0,47qxe5
2701,Co bije v naší hrudi?,Plíce,Játra,Srdce,2,Lidské tělo,Srdce,kid,easy,2025-12-28 19:10:21,,0,7bwmj2
2702,Co tvoří naše kostru?,Kosti,Svaly,Kůže,0,Lidské tělo,Kosti,kid,easy,2025-12-28 19:10:21,,0,-23ue5v
2703,Který smysl je nejdůležitější?,Zrak,Sluch,Čich,0,Lidské tělo,Pět smyslů,kid,easy,2025-12-28 19:10:21,,0,-xzmoby
2706,Kde plavou ryby?,V lesích,V horách,V řece,2,Příroda,Voda,kid,easy,2025-12-28 19:11:18,,0,-8hti9h
2707,Jakou barvu má slunce?,Červená,Žlutá,Modrá,1,Barvy a tvary,Barvy v přírodě,kid,easy,2025-12-28 19:11:18,,0,-qp2gdc
2708,Co je Večerníček?,Ranníček,Poledníček,Dětský pořad,2,České pohádky,Večerníček,kid,easy,2025-12-28 19:11:18,,0,-cdquk7
2709,Co je kulaté?,Čtverec,Kruh,Trojúhelník,1,Barvy a tvary,Co je kulaté,kid,easy,2025-12-28 19:11:18,,0,gxgccc
2710,Jak se jmenuje mládě krále?,Královna,Princ,Královský syn,1,Zvířátka,Mláďata,kid,easy,2025-12-28 19:11:18,,0,t8mxsf
2712,Jak zní pes?,Mňau,Kyký,Haf,2,Zvířátka,Zvuky zvířat,kid,easy,2025-12-28 19:11:18,,0,b1agus
2713,Kdo je oblíbený mazlíček?,Kočka,Pes,Pták,1,Zvířátka,Domácí mazlíčci,kid,easy,2025-12-28 19:11:18,,0,edckfl
2714,Kolik nohou má pavouk?,8,4,6,0,Zvířátka,Kolik má nohou,kid,easy,2025-12-28 19:11:18,,0,-mw9ffa
2715,Jak skončila pohádka o Popelce?,Šťastně,Smutně,Nevím,0,Pohádky a filmy,Jak to končí,kid,normal,2025-12-28 19:11:29,,0,-y6c27m
2716,Proč spíme?,Abychom se regenerovali,Abychom se bavili,Abychom se učíli,0,Lidské tělo,Spánek,kid,normal,2025-12-28 19:11:29,,0,-iqxkg8
2717,Co je kometa?,Ledová koule,Planetka,Asteroid,0,Vesmír,Komety,kid,normal,2025-12-28 19:11:29,,0,-pngp15
2718,Kdo je hlavní postava ve filmu o Rybce?,Elsa,Anna,Ariel,2,Pohádky a filmy,Disney postavy,kid,easy,2025-12-28 19:11:31,,0,bs6kf8
2719,Kde se nachází slavná stavba Eiffelova věž?,Paříž,Londýn,Berlín,0,Svět kolem nás,Slavné stavby,kid,easy,2025-12-28 19:11:31,,0,n7d31m
2721,Která planeta je největší?,Země,Mars,Jupiter,2,Vesmír,Planety,kid,easy,2025-12-28 19:11:31,,0,-qvcabh
2722,Který smysl umožňuje vidět?,Zrak,Hmat,Slyšení,0,Lidské tělo,Pět smyslů,kid,easy,2025-12-28 19:11:31,,0,xlfvt4
2723,Který mořský živočich je největší?,Žralok,Krab,Velryba,2,Zvířata,Mořští živočichové,kid,easy,2025-12-28 19:11:31,,0,-a6uuw0
2724,Kde se nachází highest hora?,Krkonoše,Himaláje,Alpy,1,Svět kolem nás,Řeky a hory,kid,easy,2025-12-28 19:11:31,,0,-9t5rw4
2726,Který film je od Pixaru?,Toy Story,Shrek,Frozen,0,Pohádky a filmy,Pixar filmy,kid,easy,2025-12-28 19:11:31,,0,d33r8p
2727,Kdo je krteček?,Zvíře,Pták,Hmyz,0,České pohádky,Krteček,kid,easy,2025-12-28 19:12:23,,0,-qmxb20
2728,Odkud pochází čaj?,Čína,Indie,Evropa,0,Jídlo,Odkud pochází,kid,easy,2025-12-28 19:12:23,,0,agsrwp
2730,Kolik nohou má kůň?,4,2,6,0,Zvířátka,Kolik má nohou,kid,easy,2025-12-28 19:12:23,,0,gj1yp2
2731,Co je jablko?,Ovoce,Zelenina,Ořech,0,Jídlo,Ovoce,kid,easy,2025-12-28 19:12:23,,0,io2klv
2732,Co jíme ráno?,Oběd,Snídaně,Večeře,1,Jídlo,Snídaně,kid,easy,2025-12-28 19:12:23,,0,760ph1
2733,Co je Sirius?,Hvězda,Planetka,Galaxie,0,Vesmír,Hvězdy,kid,normal,2025-12-28 19:12:40,,0,hiycr4
2735,Co je Apollo?,Sonda,Planet,Raketa,2,Vesmír,Rakety a sondy,kid,normal,2025-12-28 19:12:40,,0,fxshsg
2736,"Jaký je název orgánu, který pumpuje krev?",Plíce,Játra,Srdce,2,Lidské tělo,Srdce a krev,kid,normal,2025-12-28 19:12:40,,0,-z2dc7a
2737,Které zvíře žije v Africe?,Medvěd,Tučňák,Slon,2,Svět kolem nás,Zvířata podle kontinentů,kid,normal,2025-12-28 19:12:40,,0,-h4ssxc
2738,Co je Tyrannosaurus?,Savci,Plazi,Dinosaurus,2,Věda pro děti,Dinosauři,kid,normal,2025-12-28 19:12:40,,0,6vtrjd
2739,Kdo natočil film o Krtečkovi?,Zdeněk Miler,Walt Disney,Hayao Miyazaki,0,Pohádky a filmy,Kdo natočil,kid,normal,2025-12-28 19:12:40,,0,rmhqev
2740,Jaký je název slavné stavby v Paříži?,Louvre,Eiffelova věž,Notre Dame,1,Svět kolem nás,Slavné stavby,kid,normal,2025-12-28 19:12:40,,0,-pqcr61
2743,Kolik planet je?,6,7,8,2,Vesmír,Planety,kid,easy,2025-12-28 19:12:43,,0,-47l0fx
2745,Kdo je Rumcajs?,Dobrý muž,Zlý muž,Hloupý muž,0,Pohádky a filmy,České pohádky,kid,easy,2025-12-28 19:12:43,,0,i6524p
2747,Kdo je Simba?,Lev,Tygr,Medvěd,0,Pohádky a filmy,Disney postavy,kid,easy,2025-12-28 19:12:43,,0,-c37xwe
2748,Kdo je Nemo?,Ryba,Žába,Had,0,Pohádky a filmpjes,Zvířecí hrdinové,kid,easy,2025-12-28 19:12:43,,0,-y6e8lm
2751,Co je dobré jíst?,Cukr,Zelenina,Máslo,1,Jídlo,Co je zdravé,kid,easy,2025-12-28 19:13:25,,0,pmb1pn
2752,Co svítí ve dne?,Měsíc,Hvězdy,Slunce,2,Příroda,Den a noc,kid,easy,2025-12-28 19:13:25,,0,-wikpop
2753,Kde bydlí ryba?,Les,Hory,Voda,2,Zvířátka,Kde bydlí,kid,easy,2025-12-28 19:13:25,,0,-6743ab
2756,Jaký pták je nejrychlejší?,Orlovec,Sokol,Havran,1,Zvířata,Ptáci,kid,normal,2025-12-28 19:13:46,,0,ujx7c9
2757,Kdo drží rekord v běhu na 100 metrů?,Carl Lewis,Jesse Owens,Usain Bolt,2,Sport pro děti,Rekordy,kid,normal,2025-12-28 19:13:46,,0,atz6ct
2758,Jaká planeta je nejvzdálenější od Slunce?,Uran,Saturn,Neptun,2,Vesmír,Planety,kid,normal,2025-12-28 19:13:46,,0,vc1yau
2759,Jaký smysl je nejdůležitější?,Zrak,Sluch,Čich,0,Lidské tělo,Pět smyslů,kid,normal,2025-12-28 19:13:46,,0,-p1begg
2760,Jaký zvuk vydává pes?,Kvik,Mňau,Haf,2,Zvířata,Zvuky zvířat,kid,normal,2025-12-28 19:13:46,,0,-47708e
2762,Co drží kosti pohromadě?,Vazy,Svaly,Krev,0,Lidské tělo,Kosti,kid,easy,2025-12-28 19:13:56,,0,uwcxq4
2763,Jaká planeta je největší?,Země,Mars,Jupiter,2,Vesmír,Planety,kid,easy,2025-12-28 19:13:56,,0,gllg5d
2764,Ze které pohádky je píseň 'Hakuna Matata'?,Sněhurka,Popelka,Král lev,2,Pohádky a filmy,Písničky z pohádek,kid,easy,2025-12-28 19:13:56,,0,-xui321
2765,Který oceán je největší?,Atlantský,Tichý,Indický,1,Svět kolem nás,Oceány,kid,easy,2025-12-28 19:13:56,,0,-v7gmo2
2766,Co se tvoří při zmrazení vody?,Voda,Para,Led,2,Věda a příroda,Voda a led,kid,easy,2025-12-28 19:13:56,,0,elcugr
2768,Která postava má 7 trpaslíků?,Sněhurka,Popelka,Ariel,0,Pohádky a filmy,Disney postavy,kid,easy,2025-12-28 19:13:56,,0,-jd2yn4
2769,Který dinosaurus byl masožravec?,Stegosaurus,Triceratops,Tyrannosaurus,2,Věda a příroda,Dinosauři,kid,easy,2025-12-28 19:13:56,,0,bad1es
2770,Ze kterého Pixaru je postava Nemo?,Auta,Hledá se Nemo,Toy Story,1,Pohádky a filmy,Pixar filmy,kid,easy,2025-12-28 19:13:56,,0,-22jho0
2771,Kolik zubů má dospělý člověk?,32,20,28,0,Lidské tělo,Zuby,kid,easy,2025-12-28 19:13:56,,0,-vtj8z4
2773,Který zvířecký hrdina je z Disney?,Simba,Buzík,Šrek,0,Pohádky a filmy,Zvířecí hrdinové,kid,easy,2025-12-28 19:13:56,,0,-xb06in
2774,Jaké roční období je nejteplejší,Léto,Zima,Jaro,0,Příroda,Roční období,kid,easy,2025-12-28 19:14:28,,0,-ekrtrg
2775,Kdo jsou Kubula a Kuba Kubikula,Zlí muži,Dobří muži,Hlavní postavy,2,České pohádky,Kubula a Kuba Kubikula,kid,easy,2025-12-28 19:14:28,,0,-ie8msh
2776,Co jíme ráno,Oběd,Večeře,Snídaně,2,Jídlo,Snídaně,kid,easy,2025-12-28 19:14:28,,0,tzqimw
2777,Co je kulaté,Čtverec,Trojúhelník,Kruh,2,Barvy a tvary,Co je kulaté,kid,easy,2025-12-28 19:14:28,2025-12-29 18:13:41,1,cpzuup
2779,Na kterém kontinentu žijí pandy?,Evropa,Asie,Austrálie,1,Svět kolem nás,Zvířata podle kontinentů,kid,normal,2025-12-28 19:15:01,,0,xs0u6y
2780,"Jaký je název rostliny, která žije ve vodě?",Vodní lilie,Kaktus,Růže,0,Věda pro děti,Rostliny,kid,normal,2025-12-28 19:15:01,,0,3821qr
2781,"Jak se jmenuje fáze Měsíce, kdy je vidět celý?",Úplněk,Nov,Čtvrt,0,Vesmír,Měsíc,kid,normal,2025-12-28 19:15:01,,0,-2zuuvf
2782,Jak se jmenuje hlavní město Francie?,Paříž,Londýn,Berlín,0,Svět kolem nás,Hlavní města,kid,normal,2025-12-28 19:15:01,,0,-gw8ib8
2783,Jak se jmenuje nejdelší řeka v Jižní Americe?,Rio Grande,Amazonka,Orinoko,1,Svět kolem nás,Řeky,kid,normal,2025-12-28 19:15:01,,0,drdap
2784,Kdo natočil film o Aladinovi?,Pixar,DreamWorks,Disney,2,Pohádky a filmy,Kdo natočil,kid,normal,2025-12-28 19:15:01,,0,p6tjh0
2786,"Jak se jmenuje zub, který je nejčastěji kazivý?",Špičák,Řezák,Stolička,2,Lidské tělo,Zuby,kid,normal,2025-12-28 19:15:01,,0,-5bjeg3
2789,Co bije v hrudi?,Plíce,Játra,Srdce,2,Lidské tělo,Srdce,kid,easy,2025-12-28 19:15:11,,0,fue8d1
2790,Která část těla umožňuje myšlení?,Mozek,Srdce,Plíce,0,Lidské tělo,Mozek,kid,easy,2025-12-28 19:15:11,,0,142kft
2791,Která stavba je v Itálii?,Koloseum,Eiffelova věž,Taj Mahal,0,Svět kolem nás,Slavné stavby,kid,easy,2025-12-28 19:15:11,,0,-y9d0jz
2792,Jaký zvuk vydává kůň?,Mňau,Haf,Ržání,2,Zvířata,Zvuky zvířat,kid,easy,2025-12-28 19:15:11,,0,-9blknb
2793,Která pohádka je o krtečkovi?,O šišce,O krtkovi,O víle,1,Pohádky a filmy,České pohádky,kid,easy,2025-12-28 19:15:11,,0,-50qgo2
2794,Které město je hlavní ve Francii?,Berlín,Londýn,Paříž,2,Svět kolem nás,Hlavní města,kid,easy,2025-12-28 19:15:11,,0,l80en3
2797,Co je den?,Déšť,Tma,Světlo,2,Příroda,Den a noc,kid,easy,2025-12-28 19:15:31,,0,9t1gsl
2798,Jakou barvu má slon?,Bílou,Černou,Šedou,2,Barvy a tvary,Barvy zvířat,kid,easy,2025-12-28 19:15:31,,0,tyoism
2800,Kdo je Rumcajsova žena?,Rákos,Krtek,Manka,2,České pohádky,Rumcajs,kid,easy,2025-12-28 19:15:31,,0,-dxkz0o
2802,Jaký zimní sport se jezdí na ledě?,Tenis,Fotbal,Hokej,2,Sport pro děti,Zimní sporty,kid,normal,2025-12-28 19:16:11,,0,97q4wk
2803,Co se děje s ledem při zvýšení teploty?,Mrzne,Zůstává,Taje,2,Věda pro děti,Voda a led,kid,normal,2025-12-28 19:16:11,,0,-9wed6c
2804,Jaký je největší oceán na Zemi?,Indický,Atlantský,Tichý,2,Svět kolem nás,Oceány a moře,kid,normal,2025-12-28 19:16:11,,0,-rdndko
2805,Jak se jmenují přední zuby?,Stoličky,Špičáky,Řezáky,2,Lidské tělo,Zuby,kid,normal,2025-12-28 19:16:11,,0,u2m3uj
2806,Jaký orgán pumpuje krev?,Plíce,Srdce,Játra,1,Lidské tělo,Srdce a krev,kid,normal,2025-12-28 19:16:11,2025-12-29 09:17:12,1,-2eb66d
2814,Co je srdce?,Játra,Plíce,Čerpadlo krve,2,Lidské tělo,Srdce,kid,easy,2025-12-28 19:16:17,,0,-6f7x5e
2815,Kdo je kamarád Kuby?,Bobek,Kubula,Mat,1,České pohádky,Kubula a Kuba Kubikula,kid,easy,2025-12-28 19:16:29,,0,kqwi91
2817,Jakou barvu má zebra?,Černou,Bílou,Šedou,0,Zvířátka,Barvy zvířat,kid,easy,2025-12-28 19:16:29,,0,-gb3iik
2819,Jaký zvuk dělá pes?,Haf,Mňau,Kváká,0,Zvířátka,Zvuky zvířat,kid,easy,2025-12-28 19:16:29,,0,-tgn9g4
2821,Jak se jmenuje hlavní město Rakouska?,Vídeň,Praha,Budapešť,0,Svět kolem nás,Hlavní města,kid,normal,2025-12-28 19:17:20,,0,hhgsnb
2822,Jaké zvíře je největší?,Velbloud,Slon,Velryba,2,Zvířata,Rekord největší,kid,normal,2025-12-28 19:17:20,,0,-7cynkq
2823,Kolik svalů má lidské tělo?,600,100,200,0,Lidské tělo,Svaly,kid,normal,2025-12-28 19:17:20,,0,-r6dk5
2824,Kdo byl první faraon?,Ramses,Tutanchamon,Narmer,2,Historie pro děti,Egypt a faraoni,kid,normal,2025-12-28 19:17:20,,0,cndogg
2825,Jak se jmenuje hlavní postava ve filmu Zootropolis?,Nick Wilde,Bell,Judy Hopps,2,Pohádky a filmy,Zvířecí hrdinové,kid,normal,2025-12-28 19:17:20,,0,ckbhsg
2827,Kdo byli Římané?,Národ ze jižní Evropy,Národ ze severní Evropy,Národ ze střední Evropy,0,Historie pro děti,Římané,kid,normal,2025-12-28 19:17:20,,0,-p7qela
2828,Jaký pták je nejmenší?,Páv,Kolibřík,Sýkora,1,Zvířata,Ptáci,kid,normal,2025-12-28 19:17:20,,0,koztd0
2829,"Co je barva, která se skládá z bílé a černé?",Zelená,Šedá,Modrá,1,Věda pro děti,Barvy a světlo,kid,normal,2025-12-28 19:17:20,,0,-gj6fl0
2830,Jaký orgán je největším?,Kůže,Srdce,Játra,0,Lidské tělo,Orgány,kid,normal,2025-12-28 19:17:20,,0,-ync7p3
2831,Jak se jmenuje slavná stavba v New Yorku?,Eiffelova věž,Taj Mahal,Socha Svobody,2,Svět kolem nás,Slavné stavby,kid,easy,2025-12-28 19:17:20,,0,v3iuiz
2832,Jakou raketou letěl první člověk do vesmíru?,Apollo, Soyuz,Vostok,2,Vesmír,Rakety,kid,easy,2025-12-28 19:17:20,,0,-vgd6ue
2837,Jak se jmenuje mládě koně?,Hříbě,Jehně,Telátko,0,Zvířata,Mláďata,kid,easy,2025-12-28 19:17:20,,0,z0sdpy
2838,Kdo je záporák v pohádce o Popelce?,Macocha,Krokodýl,Škorpion,0,Pohádky a filmy,Záporáci,kid,easy,2025-12-28 19:17:20,,0,-u3nxu3
2840,Jak se jmenuje mládě lvů?,Medvíďata,Lvíčata,Tygřata,1,Zvířátka,Mláďata,kid,easy,2025-12-28 19:17:27,,0,-pb3gxk
2843,Co je hlavní město?,Londýn,Praha,Berlín,1,Svět kolem nás,Hlavní města,kid,easy,2025-12-28 19:18:20,,0,-azhoki
2844,Co je Pixar film?,Toy Story,Shrek,Frozen,0,Pohádky a filmy,Pixar filmy,kid,easy,2025-12-28 19:18:20,,0,w6c3cw
2845,Co je část slunce?,Korona,Fotosféra,Chromosféra,1,Vesmír,Slunce,kid,easy,2025-12-28 19:18:20,,0,3sqkc5
2847,Kdo je včelka?,Savci,Plazi,Hmyz,2,Příroda,Hmyz,kid,easy,2025-12-28 19:18:41,,0,ctb7vg
2849,Kdo je pták?,Krteček,Bobek,Rákosníček,2,České pohádky,Rákosníček,kid,easy,2025-12-28 19:18:41,,0,-jqj344
2852,Jaký hmyz je známý svými medovými produkty?,Včela,Čmelák,Pavouk,0,Zvířata,Hmyz,kid,normal,2025-12-28 19:18:50,,0,b17u4s
2853,Jaký záporák je z pohádky o Popelce?,Krokodýl,Škleb,Macocha,2,Pohádky a filmy,Záporáci,kid,normal,2025-12-28 19:18:50,,0,yk6fz4
2854,Jaký smysl umožňuje vnímat vůni?,Čich,Slech,Zrak,0,Lidské tělo,Pět smyslů,kid,normal,2025-12-28 19:18:50,,0,wxhykc
2856,Jaký je nejdůležitější zdroj energie pro lidi?,Sacharidy,Bílkoviny,Tuky,0,Lidské tělo,Výživa,kid,normal,2025-12-28 19:18:50,,0,-u7h2zz
2857,"Jaký je název barev, které vidíme, když prochází světlo skrz prisma?",Spektrum,Duha,Barvy,0,Věda pro děti,Barvy a světlo,kid,normal,2025-12-28 19:18:50,,0,-a1fsmi
2859,Jaké zvíře je největším savcem?,Velryba,Slon,Hroch,0,Zvířata,Rekord největší,kid,normal,2025-12-28 19:18:50,2025-12-29 09:17:12,1,-bpf8al
2860,"Jaký je název hygienického postupu, který pomáhá předcházet chorobám?",Mytí rukou,Čištění zubů,Sprchování,0,Lidské tělo,Zdraví a hygiena,kid,normal,2025-12-28 19:18:50,,0,-x3hqf0
2861,Jak se jmenuje naše galaxie?,Mléčná dráha,Andromeda,Triangulum,0,Vesmír,Galaxie,kid,normal,2025-12-28 19:18:50,,0,uxlkmm
2862,Jaké roční období je nejteplejší?,Zima,Jaro,Léto,2,Příroda,Roční období,kid,easy,2025-12-28 19:19:38,,0,9h1dur
2864,Kdo jsou Pat a Mat?,Kamarádi,Bratři,Hraničáři,0,České pohádky,Pat a Mat,kid,easy,2025-12-28 19:19:38,,0,oesfgz
2865,Jaký tvar má míč?,Čtvercový,Trojúhelníkový,Kulatý,2,Barvy a tvary,Tvary kolem nás,kid,easy,2025-12-28 19:19:38,,0,-h2qjhx
2867,Co čerpá krev?,Srdce,Plíce,Játra,0,Lidské tělo,Srdce,kid,easy,2025-12-28 19:19:48,,0,a0l4fk
2868,Kde letí rakety?,Do vesmíru,Do moře,Do lesa,0,Vesmír,Rakety,kid,easy,2025-12-28 19:19:48,,0,4nnshc
2870,Kdo má srst?,Ryba,Pták,Savci,2,Zvířata,Savci,kid,easy,2025-12-28 19:19:48,,0,fnlm6f
2872,Kdo je kamarád Boba?,Kuba,Rákosníček,Bobek,2,Zvířata,Zvířata z pohádek,kid,easy,2025-12-28 19:19:48,,0,8d4d4d
2873,Jak se jmenuje hlavní město?,Praha,Brno,Ostrava,0,Svět kolem nás,Hlavní města,kid,easy,2025-12-28 19:19:48,,0,voba32
2874,Jaký je největší kontinent?,Evropa,Asie,Afrika,1,Svět kolem nás,Kontinenty,kid,normal,2025-12-28 19:20:02,,0,-g34bym
2879,Jak se jmenuje mládě krávy?,Jehně,Tele,Selátko,1,Zvířátka,Mláďata,kid,easy,2025-12-28 19:20:29,,0,db7m5o
2880,Co je během dne?,Den,Noc,Soumrak,0,Příroda,Den a noc,kid,easy,2025-12-28 19:20:29,,0,wp02jl
2884,Kde je mozek?,V srdci,V hlavě,V plicích,1,Lidské tělo,Mozek,kid,easy,2025-12-28 19:21:03,,0,-g0f0bb
2887,Kdo je hlavní hrdina ve filmu o Lvím králi?,Simba,Nala,Mufasa,0,Pohádky a filmy,Zvířecí hrdinové,kid,easy,2025-12-28 19:21:03,,0,-7ycm4x
2888,Jak se jmenuje hlavní město České republiky?,Brno,Praha,Ostrava,1,Svět kolem nás,Hlavní města,kid,easy,2025-12-28 19:21:03,,0,-kkwhvo
